,id,brand,categories,name,reviews.date,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.username,sourceURLs
10,AV13CggLGV-KLJ3akN2o,JOSH CELLARS,"Food & Beverage,Beverages,Wine, Beer & Liquor,Wine,Food,Beer, Wine & Spirits",Josh Cellars174 Cabernet Sauvignon - 750ml Bottle,2017-02-23T00:00:00.000Z,4,https://www.walmart.com/reviews/product/191420088,Very good Cabernet Sauvignon for the money. More in line with wines typically in the 20 range.,Great value,Bigpoidog,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5n5q6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5604a,https://www.walmart.com/ip/Josh-Cabernet-Sauvignon-Wine-750-mL/191420088,http://redsky.target.com/v2/pdp/tcin/14778671?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=450&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=360&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxv,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ27e2vrjf175,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxv,https://www.walmart.com/reviews/product/191420088"
11,AV13CggLGV-KLJ3akN2o,JOSH CELLARS,"Food & Beverage,Beverages,Wine, Beer & Liquor,Wine,Food,Beer, Wine & Spirits",Josh Cellars174 Cabernet Sauvignon - 750ml Bottle,2016-09-29T00:00:00.000Z,5,https://www.walmart.com/reviews/product/191420088,This has become our goto wine!! Not terribly expensive - just terribly GOOD!,Goto,scubajack,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5n5q6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5604a,https://www.walmart.com/ip/Josh-Cabernet-Sauvignon-Wine-750-mL/191420088,http://redsky.target.com/v2/pdp/tcin/14778671?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=450&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=360&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxv,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ27e2vrjf175,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxv,https://www.walmart.com/reviews/product/191420088"
12,AV13CgkBGV-KLJ3akN2t,Entwine,"Food & Beverage,Beverages,Wine, Beer & Liquor,Wine,Red",Entwine174 Cabernet Sauvignon - 750ml Bottle,2016-01-27T00:00:00.000Z,5,"https://www.amazon.com/product-reviews/B00BRZ3D74/ref=cm_cr_arp_d_show_all?&reviewerType=all_reviews&ie=UTF8&pageNumber=0&showViewpoints=1&sortBy=bySubmissionDateDescending,https://www.amazon.com/product-reviews/B00BRZ3D74/ref=cm_cr_arp_d_show_all?&reviewerType=all_reviews&ie=UTF8&pageNumber=1&showViewpoints=1&sortBy=bySubmissionDateDescending","Looked like a linear regulator from outside and no reviews on it so I ordered this puppy to put it to the test. definitely a switcher and fairly quiet. Well regulated Just like all of RM Italy products, great quality.",Looked like a linear regulator from outside and no reviews on ...,ByRussell Graves,"http://redsky.target.com/v2/pdp/tcin/14777659?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=1080&category=5n5q6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=450&category=5xsxv,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=1170&category=5n5q6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ27e2vrjf175,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxv,http://www.amazon.com/Entwine-entwine-Cabernet-Sauvignon-2010/dp/B00F0XP430,https://www.amazon.com/Entwine-entwine-Cabernet-Sauvignon-2010/dp/B00F0XP430,https://www.amazon.com/product-reviews/B00BRZ3D74/ref=cm_cr_arp_d_show_all?&reviewerType=all_reviews&ie=UTF8&pageNumber=0&showViewpoints=1&sortBy=bySubmissionDateDescending,https://www.amazon.com/product-reviews/B00BRZ3D74/ref=cm_cr_arp_d_show_all?&reviewerType=all_reviews&ie=UTF8&pageNumber=1&showViewpoints=1&sortBy=bySubmissionDateDescending"
13,AV13CgNDGV-KLJ3akN2N,Carnivor,"Food & Beverage,Beverages,Wine, Beer & Liquor,Wine,Food,Beer, Wine & Spirits",Carnivor174 Cabernet Sauvignon - 750ml Bottle,2015-12-24T00:00:00.000Z,4,https://www.walmart.com/reviews/product/192719192,"Fruity, full body, cheap. Go well with Asian foods! If you are looking to buy a red for wedding, this is the one. I got so many compliments from my anniversary this year on this red. If you want the cheaper wine, sure, you can go with VEO or Menage a Trois though. Carnivor is still a great wine!",great cab cheap price,ocean0218,"http://redsky.target.com/v2/pdp/tcin/14901159?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=180&category=5n5q6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=90&category=5xsxv,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=1170&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=90&category=5n5q6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ27e2vrjf175,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxv,https://www.walmart.com/reviews/product/192719192,https://www.walmart.com/ip/Carnivor-Cabernet-Sauvignon-California-2014-750-0-ML/192719192"
14,AV13CgrJglJLPUi8O7b2,Meiomi,"Food & Beverage,Beverages,Wine, Beer & Liquor,Wine,Food,Beer, Wine & Spirits",Meiomi174 Pinot Noir - 750ml Bottle,2017-02-27T00:00:00.000Z,4,https://www.walmart.com/reviews/product/185231322,I bought two bottles of Meiomi and give one to a friend. I enjoyed drinking my bottle but was wondering if it can be aged.,Good wine without a cork screw.,jrpag,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5n5q6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5604a,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=450&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxv,http://redsky.target.com/v2/pdp/tcin/14777276?excludes=taxonomy,https://www.walmart.com/ip/Meiomi-Pinot-Noir-Wine-750-mL/185231322,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=540&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=630&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxv,https://www.walmart.com/reviews/product/185231322,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ27e2vrq6cp6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zja3"
15,AV13CgrJglJLPUi8O7b2,Meiomi,"Food & Beverage,Beverages,Wine, Beer & Liquor,Wine,Food,Beer, Wine & Spirits",Meiomi174 Pinot Noir - 750ml Bottle,2017-04-02T00:00:00.000Z,5,https://www.walmart.com/reviews/product/185231322,"Everyone I share this with, loves it! Great tasting and soft, with no harsh aftertaste.",excellent,nance,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5n5q6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5604a,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=450&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxv,http://redsky.target.com/v2/pdp/tcin/14777276?excludes=taxonomy,https://www.walmart.com/ip/Meiomi-Pinot-Noir-Wine-750-mL/185231322,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=540&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=630&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxv,https://www.walmart.com/reviews/product/185231322,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ27e2vrq6cp6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zja3"
16,AV13CgROGV-KLJ3akN2P,Modern House Wines,"Food & Beverage,Beverages,Wine, Beer & Liquor,Wine",Modern House174 With Love Red Blend - 750ml Bottle,2014-12-09T22:59:07.000Z,5,https://redsky.target.com/groot-domain-api/v1/reviews/14898491?sort=helpfulness_desc&limit=200&offset=0,"This is an excellent red wine, not to dry and not real sweet. More of a red blend. Great go with anything anytime. In the right price point as other known brands on the market.",Great Wine,Que,"https://redsky.target.com/groot-domain-api/v1/reviews/14898491?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/14898491?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=540&category=5xsxv,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxv,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zkq4,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zkq5,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zkq3,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ27e2vrglhrx"
17,AV13CgrvglJLPUi8O7b7,VOGA Italia,"Food & Beverage,Beverages,Wine, Beer & Liquor,Wine",Voga Italia174 Pinot Grigio - 750ml Bottle,2017-11-24T21:17:46.000Z,5,https://redsky.target.com/groot-domain-api/v1/reviews/14775938?sort=helpfulness_desc&limit=200&offset=0,"This is a great buy for the price. Someone had given me a bottle and I liked the look of it so much that I didn't want to open it. Had no idea it was so nicely priced and so easily available. Finally opened it when I was in a bind, needing white wine for a favorite holiday recipe and this was all I had on hand. It's a nice, smooth Pinot, very nice flavor, pleasurable to the palate. What I especially love about this brand, however, is the bottle itself! Screw off the black top and there is a smaller neck with a cork closure. The beauty is that the black cap is designed so that it will reseal the bottle without the cork needing to be squeezed back in...a really thoughtful design. I almost hate to admit how much I was impressed by it! Will be stopping by Target specifically to buy more to have in the house. Highly recommend.",Highly Recommended,Tunia,"http://redsky.target.com/v2/pdp/tcin/14775938?excludes=taxonomy,https://redsky.target.com/groot-domain-api/v1/reviews/14775938?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=360&category=5xsxv,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=720&category=5n5q6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxv"
18,AV13CgvrglJLPUi8O7cE,Kendall-Jackson,"Food & Beverage,Beverages,Wine, Beer & Liquor,Wine,Food,Beer, Wine & Spirits",Kendall-Jackson Vintner's Reserve174 Chardonnay - 750ml Bottle,2017-08-13T00:00:00.000Z,5,https://www.walmart.com/reviews/product/10984620,My favorite chardonney,Great price,tj,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5n5q6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5604a,http://redsky.target.com/v2/pdp/tcin/14775622?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxv,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=360&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=450&category=5xt0r,https://www.walmart.com/ip/Kendall-Jackson-Vintner-s-Reserve-Wine-Chardonnay-Wine-750-mL/10984620,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=360&category=5xsxv,https://www.walmart.com/reviews/product/10984620"
19,AV13CgYhvKc47QAVnh6g,Cruz Garcia,"Food & Beverage,Beverages,Wine, Beer & Liquor,Wine,Food,Beer, Wine & Spirits",Cruz Garcia174 Red Sangria - 1.5l Bottle Bottle,2016-08-21T15:58:38.000Z,4,https://redsky.target.com/groot-domain-api/v1/reviews/14779410?sort=helpfulness_desc&limit=200&offset=0,"sweet, low alcohol content, enjoy sipping",Good Product,Angela,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=270&category=5xsxv,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=540&category=5n5q6,http://redsky.target.com/v2/pdp/tcin/14779410?excludes=taxonomy,https://redsky.target.com/groot-domain-api/v1/reviews/14779410?sort=helpfulness_desc&limit=200&offset=0,https://www.walmart.com/ip/Cruz-Garcia-Real-Sangria-Wine-1-5-L/112769128,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ6q7ud,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zkq4,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zkq5,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zkq3,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ27e2vrglhrx"
20,AV13ChIi-jtxr-f38AHz,Apothic,"Food & Beverage,Beverages,Wine, Beer & Liquor,Wine",Apothic174 White Blend - 750ml Bottle,2017-07-29T06:00:56.000Z,5,https://redsky.target.com/groot-domain-api/v1/reviews/14767771?sort=helpfulness_desc&limit=200&offset=0,"Delicious white wine! Light, crisp, not too sweet. Almost too good.",New Go To White,Tatip,"http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5n5q6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5604a,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=990&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxv,https://redsky.target.com/groot-domain-api/v1/reviews/14767771?sort=helpfulness_desc&limit=200&offset=0,http://redsky.target.com/v2/pdp/tcin/14767771?excludes=taxonomy,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ89s92,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=720&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=810&category=5xt0r,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zkq6,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=360&category=5xsxv,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zkq4,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zkq5,http://redsky.target.com/v1/plp/search?kwr=y&count=90&offset=0&category=5xsxvZ5zkq3"
